"EmployeeKey","ParentEmployeeKey","EmployeeNationalIDAlternateKey","ParentEmployeeNationalIDAlternateKey","FirstName","LastName","MiddleName","NameStyle","Title","HireDate","BirthDate","LoginID","EmailAddress","Phone","MaritalStatus","EmergencyContactName","EmergencyContactPhone","SalariedFlag","Gender","PayFrequency","BaseRate","VacationHours","SickLeaveHours","CurrentFlag","SalesPersonFlag","DepartmentName","EmployeePhoto","Position"
"281","272","841560125","502097814","Michael","Blythe","G","False","Sales Representative","29/12/2010 00:00:00","25/07/1968 00:00:00","AW\michael-blythe","michael-blythe@adventureworks.com","257-555-0154","S","Michael Blythe","257-555-0154","True","M","2","23,0769","38","39","True","True","Sales","System.Byte[]","Sales Representative"
"282","272","191644724","502097814","Linda","Mitchell","C","False","Sales Representative","29/12/2010 00:00:00","27/09/1979 00:00:00","AW\linda-mitchell","linda-mitchell@adventureworks.com","883-555-0116","M","Linda Mitchell","883-555-0116","True","F","2","23,0769","27","33","True","True","Sales","System.Byte[]","Sales Representative"
"283","272","615389812","502097814","Jillian","Carson","","False","Sales Representative","29/12/2010 00:00:00","29/03/1962 00:00:00","AW\jillian-carson","jillian-carson@adventureworks.com","517-555-0117","S","Jillian Carson","517-555-0117","True","F","2","23,0769","24","32","True","True","Sales","System.Byte[]","Sales Representative"
"284","272","234474252","502097814","Garrett","Vargas","R","False","Sales Representative","29/12/2010 00:00:00","04/09/1974 00:00:00","AW\garrett-vargas","garrett-vargas@adventureworks.com","922-555-0165","M","Garrett Vargas","922-555-0165","True","M","2","23,0769","33","36","True","True","Sales","System.Byte[]","Sales Representative"
"285","272","716374314","502097814","Tsvi","Reiter","Michael","False","Sales Representative","29/12/2010 00:00:00","18/08/1973 00:00:00","AW\tsvi-reiter","tsvi-reiter@adventureworks.com","664-555-0112","M","Tsvi Reiter","664-555-0112","True","M","2","23,0769","29","34","True","True","Sales","System.Byte[]","Sales Representative"
"286","272","61161660","502097814","Pamela","Ansman-Wolfe","O","False","Sales Representative","29/12/2010 00:00:00","06/07/1974 00:00:00","AW\pamela-ansman-wolfe","pamela-ansman-wolfe@adventureworks.com","340-555-0193","S","Pamela Ansman-Wolfe","340-555-0193","True","F","2","23,0769","22","31","True","True","Sales","System.Byte[]","Sales Representative"
"287","272","139397894","502097814","Shu","Ito","K","False","Sales Representative","29/12/2010 00:00:00","08/10/1943 00:00:00","AW\shu-ito","shu-ito@adventureworks.com","330-555-0120","M","Shu Ito","330-555-0120","True","M","2","23,0769","26","33","True","True","Sales","System.Byte[]","Sales Representative"
"288","272","399771412","502097814","José","Saraiva","Edvaldo","False","Sales Representative","29/12/2010 00:00:00","11/07/1939 00:00:00","AW\jose-saraiva","jose-saraiva@adventureworks.com","185-555-0169","M","José Saraiva","185-555-0169","True","M","2","23,0769","31","35","True","True","Sales","System.Byte[]","Sales Representative"
"289","272","987554265","502097814","David","Campbell","R","False","Sales Representative","29/12/2010 00:00:00","11/09/1973 00:00:00","AW\david.campbell","david-campbell@adventureworks.com","740-555-0182","S","David Campbell","740-555-0182","True","M","2","23,0769","23","31","True","True","Sales","System.Byte[]","Sales Representative"
"290","277","982310417","112432117","Amy","Alberts","E","False","European Sales Manager","15/11/2011 00:00:00","20/04/1957 00:00:00","AW\amy-alberts","amy-alberts@adventureworks.com","775-555-0164","M","Amy Alberts","775-555-0164","True","F","2","48,1010","21","30","True","True","Sales","System.Byte[]","Sales Manager"
"291","290","668991357","982310417","Jae","Pak","B","False","Sales Representative","29/12/2011 00:00:00","16/10/1967 00:00:00","AW\jae-pak","jae-pak@adventureworks.com","1 (11) 500 555-0145","M","Jae Pak","1 (11) 500 555-0145","True","F","2","23,0769","37","38","True","True","Sales","System.Byte[]","Sales Representative"
"292","290","134219713","982310417","Ranjit","Varkey Chudukatil","R","False","Sales Representative","29/12/2011 00:00:00","30/04/1975 00:00:00","AW\ranjit-varkey-chudukatil","ranjit-varkey-chudukatil@adventureworks.com","1 (11) 500 555-0117","S","Ranjit Varkey Chudukatil","1 (11) 500 555-0117","True","M","2","23,0769","34","37","True","True","Sales","System.Byte[]","Sales Representative"
"293","272","90836195","502097814","Tete","Mensa-Annan","A","False","Sales Representative","30/04/2012 00:00:00","05/08/1977 00:00:00","AW\tete-mensa-annan","tete-mensa-annan@adventureworks.com","615-555-0153","M","Tete Mensa-Annan","615-555-0153","True","M","2","23,0769","39","39","True","True","Sales","System.Byte[]","Sales Representative"
"294","277","481044938","112432117","Syed","Abbas","E","False","Pacific Sales Manager","12/10/2012 00:00:00","11/08/1974 00:00:00","AW\syed-abbas","syed-abbas@adventureworks.com","926-555-0182","M","Syed Abbas","926-555-0182","True","M","2","48,1010","20","30","True","True","Sales","System.Byte[]","Sales Manager"
"295","290","954276278","982310417","Rachel","Valdez","B","False","Sales Representative","28/12/2012 00:00:00","06/02/1975 00:00:00","AW\rachel-valdez","rachel-valdez@adventureworks.com","1 (11) 500 555-0140","S","Rachel Valdez","1 (11) 500 555-0140","True","F","2","23,0769","35","37","True","True","Sales","System.Byte[]","Sales Representative"
"296","294","758596752","481044938","Lynn","Tsoflias","N","False","Sales Representative","28/12/2012 00:00:00","16/10/1970 00:00:00","AW\lynn-tsoflias","lynn-tsoflias@adventureworks.com","1 (11) 500 555-0190","S","Lynn Tsoflias","1 (11) 500 555-0190","True","F","2","23,0769","36","38","True","True","Sales","System.Byte[]","Sales Representative"
